rating,text,parent_asin,user_id,timestamp
5.0,"Works as advertised. 
No issues, just remember to manually power it on when you start your ps4. Otherwise it just charges the controllers. Looks good, and runs quietly...
",B079FPFV3X,AFVJYUKSEDG6KQVA4LHZEPQNOXYQ,1727375400000
5.0,"Works as advertised. 
No issues, just remember to manually power it on when you start your ps4. Otherwise it just charges the controllers. Looks good, and runs quietly...
",B079FPFV3X,AFVJYUKSEDG6KQVA4LHZEPQNOXYQ,1727375400000
5.0,"Great Investment for a PS4 Owner. 
Nephew gave me his PS4 as he bought a PS5.  One of my main concerns after playing GTA 5 online with him is the system was always hot and I could notice this in game play as my game play would seem to be effected.  After looking to see if there were any items out there such as a cooling fan I found this item.  Its a 3 in 1 package.  The main feature is a cooling fan which was the main thing I was looking for but it also provides you with two charging stations for your PS4 controllers as well as an upright game storage rack of sorts.  It also provides you with a USB connection to run a charging cable to your controller if you in the process of playing a game thats really long.  Its a great item to have as heat will destroy your console eventually if you dont take care of your stuff.
",B079FPFV3X,AGPWH7WTISODN5UB6V2MXE2N6DTQ,1728412200000
5.0,"Great Investment for a PS4 Owner. 
Nephew gave me his PS4 as he bought a PS5.  One of my main concerns after playing GTA 5 online with him is the system was always hot and I could notice this in game play as my game play would seem to be effected.  After looking to see if there were any items out there such as a cooling fan I found this item.  Its a 3 in 1 package.  The main feature is a cooling fan which was the main thing I was looking for but it also provides you with two charging stations for your PS4 controllers as well as an upright game storage rack of sorts.  It also provides you with a USB connection to run a charging cable to your controller if you in the process of playing a game thats really long.  Its a great item to have as heat will destroy your console eventually if you dont take care of your stuff.
",B079FPFV3X,AGPWH7WTISODN5UB6V2MXE2N6DTQ,1728412200000
5.0,"Worth the investment.. 
I’ve never had a stand for any of my consoles until my PS4 slim was sounding like an airliner ready to take off. Although this has not fully negated that (game issues), it does help keep my PS4 cool. The two charging docks to charge my controllers was worth the price alone. As a bonus, it holds all the games I own creating a nice, tidy gaming station. This is also very quiet we’re I do not know it’s even on. If you’re like me and never owned one, I highly suggest you invest in one of these. Absolute convenience and all your gaming gear is in one place ready for action.
",B079FPFV3X,AHKNMCOIPOVOREKYBI7IIWJSE5VA,1714415400000
5.0,"Worth the investment.. 
I’ve never had a stand for any of my consoles until my PS4 slim was sounding like an airliner ready to take off. Although this has not fully negated that (game issues), it does help keep my PS4 cool. The two charging docks to charge my controllers was worth the price alone. As a bonus, it holds all the games I own creating a nice, tidy gaming station. This is also very quiet we’re I do not know it’s even on. If you’re like me and never owned one, I highly suggest you invest in one of these. Absolute convenience and all your gaming gear is in one place ready for action.
",B079FPFV3X,AHKNMCOIPOVOREKYBI7IIWJSE5VA,1714415400000
4.0,"Effective, Stylish, but has room for improvement. 




                    The media could not be loaded.
                



THE GOOD:-Perfectly SNUG FIT for a PS4 PRO. There’s an ADAPTER that pops out of the base to accommodate the WIDTH of the PS4 PRO.-CHARGERS have indicator lights when active (MY CONTROLLER WAS ALREADY CHARGED IN THE VIDEO)-PS4 GAMES, snug fit-Keeps your PS4 PRO SAFE from tipping-FAN has a slight, barely can feel it, motor BUT ITS EFFECTIVE-INSTALLATION easy peezy-ITS LIGHTWEIGHT & SIMPLE…THE NOT THAT GOOD, BUT STILL NOT SO BAD:-NO INDICATOR to show that the FAN is on (a light would be great although it would draw more power from the Console to remain lit)-FAN HAS TO BE TURNED ON MANUALLY, doesn't AUTOMATICALLY come on with the CONSOLE-THEY should make this “fan stand” available in a variety of COLORS that match the colors available for the CONSOLE….(black, white, red, etc..)
",B079FPFV3X,AGOXHL73CVA7PQAPQ7OROCF4BSJA,1723314600000
4.0,"Effective, Stylish, but has room for improvement. 




                    The media could not be loaded.
                



THE GOOD:-Perfectly SNUG FIT for a PS4 PRO. There’s an ADAPTER that pops out of the base to accommodate the WIDTH of the PS4 PRO.-CHARGERS have indicator lights when active (MY CONTROLLER WAS ALREADY CHARGED IN THE VIDEO)-PS4 GAMES, snug fit-Keeps your PS4 PRO SAFE from tipping-FAN has a slight, barely can feel it, motor BUT ITS EFFECTIVE-INSTALLATION easy peezy-ITS LIGHTWEIGHT & SIMPLE…THE NOT THAT GOOD, BUT STILL NOT SO BAD:-NO INDICATOR to show that the FAN is on (a light would be great although it would draw more power from the Console to remain lit)-FAN HAS TO BE TURNED ON MANUALLY, doesn't AUTOMATICALLY come on with the CONSOLE-THEY should make this “fan stand” available in a variety of COLORS that match the colors available for the CONSOLE….(black, white, red, etc..)
",B079FPFV3X,AGOXHL73CVA7PQAPQ7OROCF4BSJA,1723314600000
5.0,"Awesome and useful item, but can definitely be better. 




                    The media could not be loaded.
                



What I did like:*The size of the stand. It's relatively high from the ground, which is what I want.*The fan cannot be turned on unless the PS4 is on. It uses he PS4's power.*The charging glow is accurate (red or green), and the controllers actually charge. It's very convenient that you can use one and charge the other.*Well designed and a nice layout. The cord in the front is the ""charging cable"" that connects the controller to the PS4 (got the cord with the new PS4, Sony). The game slots were a nice touch, but I don't like using them.*It fit perfectly inside of the slot, EXCEPTWhat I didn't like:*The PS4 wobbled. It was a bit loose, so when I moved it it would wiggle a bit*The on button for the fan is hard to reach. It's under the PS4 by the USB cable.*The game case slots are not optional and cannot be removed.*I doesn't bother me personally, but the fan might be a little too loud for some people. I can feel the air, but it's not super powerful, and wouldn't do a whole ton if you were playing for many hours straight.
",B079FPFV3X,AFOBASRFRCCFP5A6BHCBSWD7HYEA,1670437800000
5.0,"Awesome and useful item, but can definitely be better. 




                    The media could not be loaded.
                



What I did like:*The size of the stand. It's relatively high from the ground, which is what I want.*The fan cannot be turned on unless the PS4 is on. It uses he PS4's power.*The charging glow is accurate (red or green), and the controllers actually charge. It's very convenient that you can use one and charge the other.*Well designed and a nice layout. The cord in the front is the ""charging cable"" that connects the controller to the PS4 (got the cord with the new PS4, Sony). The game slots were a nice touch, but I don't like using them.*It fit perfectly inside of the slot, EXCEPTWhat I didn't like:*The PS4 wobbled. It was a bit loose, so when I moved it it would wiggle a bit*The on button for the fan is hard to reach. It's under the PS4 by the USB cable.*The game case slots are not optional and cannot be removed.*I doesn't bother me personally, but the fan might be a little too loud for some people. I can feel the air, but it's not super powerful, and wouldn't do a whole ton if you were playing for many hours straight.
",B079FPFV3X,AFOBASRFRCCFP5A6BHCBSWD7HYEA,1670437800000
5.0,"Finally, our PS4 is QUIET!!!!! NO more overheating!!!!. 
We initially bought this product to cool off our VERY LOUD, PS4. After constant overheating + shutting off, and after having lost game data, hard drive data, etc…we were desperate for a solution! This has been our lifesaver!!Our PS4 now sounds like a very quiet, small fan...rather than a jet engine taking off as soon we would open any game or put anything on to watch.Not only is this item super sleek looking, it also matches the color scheme of the PlayStation, has awesome lighting, and was also super easy to get set up. It is a very sturdy stand, and my kids don’t even mess with it (though interested at first, of course).I’m thinking about getting a 2nd one for my PlayStation! (This one’s for hubby’s)My opinion:  Worth every dollar!!!
",B079FPFV3X,AHOTKJWME2EAGM2DLBBSBI4YYW2A,1695666600000
5.0,"Finally, our PS4 is QUIET!!!!! NO more overheating!!!!. 
We initially bought this product to cool off our VERY LOUD, PS4. After constant overheating + shutting off, and after having lost game data, hard drive data, etc…we were desperate for a solution! This has been our lifesaver!!Our PS4 now sounds like a very quiet, small fan...rather than a jet engine taking off as soon we would open any game or put anything on to watch.Not only is this item super sleek looking, it also matches the color scheme of the PlayStation, has awesome lighting, and was also super easy to get set up. It is a very sturdy stand, and my kids don’t even mess with it (though interested at first, of course).I’m thinking about getting a 2nd one for my PlayStation! (This one’s for hubby’s)My opinion:  Worth every dollar!!!
",B079FPFV3X,AHOTKJWME2EAGM2DLBBSBI4YYW2A,1695666600000
3.0,"Great stand, game organizer, and controller charger. Cooling, not so much. 
This product can be great, depending on what you need it for. I own the original PS4. I bought this to provide more cooling when playing more demanding games like RDR2 and TLOU part II so that my console didn't sound like it was about to take off on an airport run way. This product arrived, I took my PS4 apart, cleaned out the dust and set it up. The console looks great on the stand, it's quiet, the chargers work fantastically and are faster than the USB cable, you also have the option to stand your games in it as well (I didn't really use it so I will not speak about that part). Unfortunately, in my opinion, these are the only pros regarding this product.You will need to plug the product to your console's USB port. You can use other options like a mobile phone power block, or a power power strip with USB ports, but you will have to power the product off separately from the console. You will need to power it on(by pressing a button on the device), separately no matter if you plug it into the console or another option.The cooling fans suck. They are very quiet, you will need to put your ear next to the console to hear it working. However, testing my console using the stand vs my console by itself, playing the same games, my console is more likely to sound like it's about blow up when using the stand than by itself. It disappointed me. I wouldn't mind if the stand was little louder if it meant sufficient cooling to my console.So, if you're looking to set up your console vertically, organize your gaming area a little more or to charge your controllers a little faster, than this will work for you. If you're looking to keep your console a little cooler and quieter while you're playing, keep looking.
",B079FPFV3X,AFUKXKPWNYO5SCTVYLFUDCV3RPLA,1601663400000
3.0,"Great stand, game organizer, and controller charger. Cooling, not so much. 
This product can be great, depending on what you need it for. I own the original PS4. I bought this to provide more cooling when playing more demanding games like RDR2 and TLOU part II so that my console didn't sound like it was about to take off on an airport run way. This product arrived, I took my PS4 apart, cleaned out the dust and set it up. The console looks great on the stand, it's quiet, the chargers work fantastically and are faster than the USB cable, you also have the option to stand your games in it as well (I didn't really use it so I will not speak about that part). Unfortunately, in my opinion, these are the only pros regarding this product.You will need to plug the product to your console's USB port. You can use other options like a mobile phone power block, or a power power strip with USB ports, but you will have to power the product off separately from the console. You will need to power it on(by pressing a button on the device), separately no matter if you plug it into the console or another option.The cooling fans suck. They are very quiet, you will need to put your ear next to the console to hear it working. However, testing my console using the stand vs my console by itself, playing the same games, my console is more likely to sound like it's about blow up when using the stand than by itself. It disappointed me. I wouldn't mind if the stand was little louder if it meant sufficient cooling to my console.So, if you're looking to set up your console vertically, organize your gaming area a little more or to charge your controllers a little faster, than this will work for you. If you're looking to keep your console a little cooler and quieter while you're playing, keep looking.
",B079FPFV3X,AFUKXKPWNYO5SCTVYLFUDCV3RPLA,1601663400000
5.0,"Highly recommend. 
So easy to install &  organized our chaos
",B079FPFV3X,AEJP64VMHIG522RKSXF3Z2FDBMRA,1728844200000
5.0,"Highly recommend. 
So easy to install &  organized our chaos
",B079FPFV3X,AEJP64VMHIG522RKSXF3Z2FDBMRA,1728844200000
4.0,"Very good cooling station for you PS4. 
I like this PS4 stand because I can maintain a clean gaming area and looks clean!! Only one thing that I didn't like at all it's the fans, I think they need to be more powerful to keep the console cool, well that's what I think but maybe if they put the fans with more power they can damage some internal components, also I like the space to put the 12 games I really like it, and everything else is great!!!! Thanks!
",B079FPFV3X,AEAPXGCO3QUIUGSEO3YD2UJ24B2A,1724437800000
4.0,"Very good cooling station for you PS4. 
I like this PS4 stand because I can maintain a clean gaming area and looks clean!! Only one thing that I didn't like at all it's the fans, I think they need to be more powerful to keep the console cool, well that's what I think but maybe if they put the fans with more power they can damage some internal components, also I like the space to put the 12 games I really like it, and everything else is great!!!! Thanks!
",B079FPFV3X,AEAPXGCO3QUIUGSEO3YD2UJ24B2A,1724437800000
5.0,"Made the best of a small space. 
Perfect for organizing everything on a small table below the TV!
",B079FPFV3X,AEAMZO3YFF3EBAT6G2BIIOPEVA7A,1728585000000
5.0,"Made the best of a small space. 
Perfect for organizing everything on a small table below the TV!
",B079FPFV3X,AEAMZO3YFF3EBAT6G2BIIOPEVA7A,1728585000000
5.0,"Works for now. 
Only had it a couple of weeks now, but it seems to work well for now
",B079FPFV3X,AFTGHIP2SOO7KZ4DAL4ZXNDDFCFQ,1727980200000
5.0,"Works for now. 
Only had it a couple of weeks now, but it seems to work well for now
",B079FPFV3X,AFTGHIP2SOO7KZ4DAL4ZXNDDFCFQ,1727980200000
4.0,"Works. 
Actually louder then expected but it's doing what I need it to do
",B079FPFV3X,AHXL3ACN5SUDWD2WR3LX4QIXMUCQ,1726770600000
4.0,"Works. 
Actually louder then expected but it's doing what I need it to do
",B079FPFV3X,AHXL3ACN5SUDWD2WR3LX4QIXMUCQ,1726770600000
4.0,"Convient but imperfect. 
The cooling system doesn't help much, but the dock charging and game/DVD strage is very convenient and handy.
",B079FPFV3X,AGHDMRFPL7HZ3GWWXSYK3AMP34SQ,1725733800000
4.0,"Convient but imperfect. 
The cooling system doesn't help much, but the dock charging and game/DVD strage is very convenient and handy.
",B079FPFV3X,AGHDMRFPL7HZ3GWWXSYK3AMP34SQ,1725733800000
5.0,"Report. 
Calidad
",B079FPFV3X,AF5Q3VL3KFYRT53IW3RDXPRZL4XA,1728153000000
5.0,"Report. 
Calidad
",B079FPFV3X,AF5Q3VL3KFYRT53IW3RDXPRZL4XA,1728153000000
4.0,"Good product, charging ports not the best. 
Product is good overall,  Only complaint I have is it can be hard to get the controllers lined up perfectly to charge.  This is my second one of this style and the first one was way better at getting the chargers on.  It works, but could be a bit easier.
",B079FPFV3X,AGWEBA57PKAWNZG74NCCNOMUIFIA,1723660200000
4.0,"Good product, charging ports not the best. 
Product is good overall,  Only complaint I have is it can be hard to get the controllers lined up perfectly to charge.  This is my second one of this style and the first one was way better at getting the chargers on.  It works, but could be a bit easier.
",B079FPFV3X,AGWEBA57PKAWNZG74NCCNOMUIFIA,1723660200000
4.0,"Pretty reliable. 
Charges the controllers pretty fast along with it telling you when it's done charging and when it's not and you get a nice place to put your ps4, the fan doesn't really have that much fan to cool the ps4 down for me unfortunately.
",B079FPFV3X,AFNI43IYB4TMPV6ZAMXDZWDVT6CA,1722537000000
4.0,"Pretty reliable. 
Charges the controllers pretty fast along with it telling you when it's done charging and when it's not and you get a nice place to put your ps4, the fan doesn't really have that much fan to cool the ps4 down for me unfortunately.
",B079FPFV3X,AFNI43IYB4TMPV6ZAMXDZWDVT6CA,1722537000000
5.0,"Great!. 
Took me a minute to figure out how to use this, directions werent completely clear. But once it was put together I loved it. Does its job perfectly
",B079FPFV3X,AGZKKSUNZFJJX2MO57UQ7SC6WGWA,1725215400000
5.0,"Great!. 
Took me a minute to figure out how to use this, directions werent completely clear. But once it was put together I loved it. Does its job perfectly
",B079FPFV3X,AGZKKSUNZFJJX2MO57UQ7SC6WGWA,1725215400000
5.0,"Perfect. 
Excellent performance, perfectly adapted to the model and keeps the console at a good temperature
",B079FPFV3X,AECOP7RC77OPXCIR2PNR6OGVBVIA,1725820200000
5.0,"Perfect. 
Excellent performance, perfectly adapted to the model and keeps the console at a good temperature
",B079FPFV3X,AECOP7RC77OPXCIR2PNR6OGVBVIA,1725820200000
